GSM5527895	GSM5527896	GSM5527897	GSM5527898	GSM5527899	GSM5527900	GSM5527901	GSM5527902	GSM5527903	GSM5527904	GSM5527905	GSM5527906
cg00442282	0.086275803	0.113226569	0.102734724	0.10867757	0.093468818	0.101448877	0.103119028	0.101628856	0.099537634	0.093996098	0.134695791	0.114053367
cg02905828	0.047916073	0.057904193	0.043716657	0.062844605	0.066369442	0.06590852	0.046939279	0.075360617	0.050373925	0.056846396	0.055398425	0.055118788
cg08404597	0.064875563	0.07834549	0.100911641	0.06214566	0.069756336	0.064715876	0.062210031	0.067672806	0.056171424	0.059940021	0.0688943	0.063235924
cg13973666	0.119656906	0.152617331	0.15719135	0.168444412	0.154735889	0.106334678	0.143748619	0.115346215	0.120474073	0.145764049	0.164423992	0.14916179
cg23416131	0.851119196	0.865479913	0.859905795	0.866186101	0.879281718	0.874551112	0.881238006	0.875555404	0.84912164	0.872637655	0.889103526	0.87024991
cg07641323	0.845903692	0.83480864	0.857917277	0.876446337	0.877812894	0.862833431	0.910106634	0.876850026	0.834370435	0.902645543	0.90704019	0.896879254
cg17379926	0.168329489	0.171534038	0.149814355	0.190781276	0.111207871	0.186325791	0.134694925	0.135419254	0.186879502	0.138318832	0.134271707	0.124639207
cg26417135	0.836912696	0.875926139	0.854500849	0.904064461	0.901660693	0.861698567	0.903032106	0.900893296	0.892120146	0.890783032	0.90023625	0.878779587
cg08130572	0.166719865	0.107796148	0.147319633	0.187509742	0.113340687	0.192373128	0.113578618	0.153915837	0.159492801	0.127470779	0.170257487	0.141098836
cg14037240	0.043559711	0.052387267	0.048794451	0.041160595	0.045634094	0.047176302	0.054204538	0.048907923	0.042832097	0.060621629	0.074291283	0.049836302
cg06450340	0.866098334	0.849744504	0.817923834	0.897452637	0.842347315	0.879341005	0.881056315	0.870900324	0.860468512	0.858077368	0.874733295	0.894420106
cg21297965	0.695529884	0.708079434	0.667624642	0.713438077	0.70652596	0.691256609	0.703590141	0.659442753	0.709545975	0.70828235	0.691451161	0.690954755
cg02794096	0.872894729	0.873006004	0.849490018	0.864540509	0.899779982	0.854240712	0.887402538	0.896447196	0.877825831	0.869454701	0.883048884	0.859699435
cg07688618	0.048990607	0.084817974	0.0685504	0.060642437	0.067898013	0.083821615	0.058837475	0.127581298	0.077531725	0.079052921	0.078526626	0.087892805
cg22757418	0.890744831	0.886376744	0.897324471	0.889080704	0.879381665	0.88362055	0.873936089	0.869156063	0.874450681	0.882120437	0.875111342	0.859952051
cg17688072	0.890522102	0.907615139	0.887291347	0.899470545	0.89794244	0.899208113	0.898564509	0.902715495	0.907126176	0.901100043	0.904974597	0.888938615
cg15935925	0.907703655	0.901064011	0.894805423	0.88283397	0.901317435	0.898098625	0.910312748	0.896489047	0.89275872	0.908723043	0.888410668	0.909875176
cg17059181	0.778987661	0.835361749	0.820995092	0.87358284	0.846826184	0.806046676	0.853126264	0.866453289	0.835443458	0.876598414	0.881696359	0.870614495
cg15747256	0.175683749	0.17511192	0.188357195	0.159142996	0.199324415	0.156593051	0.125944102	0.175228849	0.155683828	0.165692324	0.167076728	0.145443968
cg13298405	0.836337779	0.852801431	0.761892856	0.883527737	0.873951471	0.869160151	0.835201317	0.870624335	0.8292496	0.869649817	0.815135707	0.871165262
cg17371857	0.927135404	0.923624568	0.932413857	0.932025503	0.934439002	0.93354023	0.927794054	0.918822292	0.927128511	0.943824573	0.931470438	0.935316564
cg22149742	0.862342977	0.848613188	0.832033607	0.857828112	0.867131108	0.848566734	0.885833005	0.842824658	0.860181243	0.860878524	0.884274304	0.884763376
cg03290977	0.060721595	0.07678354	0.089719178	0.061160711	0.058903385	0.054728748	0.06148798	0.051181552	0.045216184	0.060235436	0.077822573	0.059547596
cg06000732	0.136370465	0.161231775	0.171788425	0.144459663	0.158517175	0.113571087	0.186860018	0.142751049	0.122050154	0.126444328	0.157152477	0.136753647
cg26019558	0.866677868	0.857206579	0.87416928	0.855353031	0.874758215	0.864234037	0.919300505	0.871846397	0.887134984	0.873800054	0.894805592	0.910122317
cg16039954	0.841622314	0.886425329	0.872108692	0.878348569	0.896496835	0.863814952	0.874174273	0.907012073	0.897596796	0.915587775	0.895257422	0.884063386
cg10225620	0.721119177	0.740157425	0.679754431	0.732533172	0.728985891	0.708674214	0.742837569	0.717705854	0.74378888	0.739714638	0.72319064	0.731896358
cg05349059	0.081492073	0.095458158	0.077067585	0.109983106	0.104448641	0.068815636	0.078188381	0.083984116	0.086621915	0.095722534	0.10609956	0.109664665
cg24380380	0.210271176	0.262461488	0.252475238	0.275953902	0.252457437	0.229106595	0.233429004	0.246408536	0.205907691	0.273846151	0.303695041	0.290357267
cg10495047	0.132471959	0.153479987	0.177595193	0.122607119	0.123645352	0.117739633	0.142562561	0.135072125	0.148593224	0.142737984	0.141525805	0.109218409
cg25494723	0.914605541	0.891035539	0.891304604	0.913944738	0.910400725	0.894321876	0.899130911	0.864705551	0.877631605	0.90027487	0.908016371	0.889175511
cg03012821	0.090645881	0.087573824	0.064394927	0.096118183	0.093277964	0.074669311	0.088257826	0.068911656	0.06651212	0.092228785	0.1326269	0.078364728
cg09740379	0.903593487	0.897807324	0.886916276	0.897511665	0.9111808	0.880784808	0.880134073	0.904207819	0.907952362	0.898007369	0.895838912	0.904344351
cg13636189	0.078381879	0.096192969	0.105290455	0.06230735	0.076049579	0.081074686	0.078241877	0.074540431	0.086513653	0.096245743	0.087080923	0.070685642
cg10253083	0.681838876	0.756879385	0.746967143	0.708268257	0.736398596	0.71399309	0.711284291	0.752515818	0.740565643	0.723239699	0.723530508	0.709390551
cg09790270	0.114429706	0.135535852	0.089869794	0.096096212	0.10495306	0.161534096	0.136957343	0.165757391	0.148869275	0.095958291	0.115076444	0.15033043
cg22577252	0.833436085	0.818262719	0.799164349	0.846398253	0.828035145	0.831554501	0.824165574	0.764126878	0.815091406	0.79837451	0.827755238	0.855405904
cg06016162	0.910015141	0.900025335	0.895283804	0.854674818	0.919775378	0.907209378	0.899443741	0.902183881	0.896058444	0.908684915	0.891120534	0.88434955
cg19807446	0.070468295	0.087182936	0.088992937	0.049669512	0.056111047	0.058523685	0.057417477	0.068202297	0.063116888	0.065781859	0.080136321	0.048240053
cg17667113	0.861918742	0.831480299	0.871709067	0.857473151	0.842941619	0.833491117	0.852822378	0.848029058	0.840533852	0.879376021	0.83401573	0.834946821
cg19486047	0.831339758	0.818375424	0.781148163	0.842415128	0.864019576	0.856452128	0.865071004	0.859224656	0.851470868	0.887028975	0.861829221	0.871910985
cg22572158	0.850681497	0.823567593	0.783526655	0.889511315	0.873057062	0.876811785	0.872952743	0.83698483	0.886083583	0.848487608	0.868870719	0.880069374
cg16893868	0.115645536	0.165856945	0.167315155	0.158499689	0.232029442	0.161300123	0.13386595	0.188032655	0.157637915	0.128797336	0.176812933	0.149340762
cg01691182	0.035230306	0.029987168	0.034320656	0.048358328	0.043995573	0.037487897	0.034615133	0.034488065	0.037818359	0.041045149	0.047472322	0.036233339
cg21531033	0.773708229	0.805388129	0.808108431	0.723804046	0.838216371	0.761313357	0.812958407	0.778079055	0.76708188	0.803173181	0.754376229	0.811736642
cg00400964	0.846895065	0.867381524	0.82963266	0.856801103	0.870346417	0.844616241	0.85264936	0.887429268	0.863940813	0.878604596	0.873025059	0.858832067
cg06291428	0.860379494	0.847771882	0.867578581	0.881628793	0.905664482	0.89808393	0.969614741	0.923221389	0.912876516	0.927723162	0.977140773	0.974061932
cg17173604	0.141740375	0.142760304	0.158510024	0.132742361	0.127465262	0.131671187	0.13846129	0.140444353	0.147131487	0.147098335	0.169992209	0.121579878
cg04939326	0.861012255	0.84412595	0.87326279	0.902092368	0.883073846	0.863905881	0.906438647	0.895193263	0.876245833	0.899836312	0.928985608	0.922606279
cg21714044	0.191505965	0.217359476	0.233421749	0.188616913	0.204696297	0.204653735	0.201682161	0.235052332	0.189549295	0.194466531	0.185549129	0.159354143
cg06828418	0.920752409	0.911415301	0.882569253	0.901615436	0.892950347	0.910354379	0.903878673	0.889369485	0.881035113	0.900293934	0.889239929	0.90325655
cg12090885	0.875010396	0.898343728	0.878611343	0.89220996	0.892312298	0.89355815	0.900827221	0.897484131	0.872718655	0.901265865	0.88286918	0.891456314
cg25778871	0.10422997	0.115977486	0.15561831	0.105729035	0.093680005	0.107076683	0.111161568	0.082702078	0.106587881	0.11272589	0.157854817	0.103645688
cg06169135	0.770924914	0.770080103	0.769512722	0.79074862	0.781314987	0.794712498	0.817949977	0.787567764	0.815811198	0.790732014	0.802337769	0.813279819
cg10709729	0.925050913	0.909292321	0.90752808	0.912145798	0.924406141	0.903662839	0.900122116	0.90171489	0.925286253	0.911327066	0.906236909	0.872273443
cg23509869	0.422693234	0.42382435	0.381342359	0.462994905	0.42992754	0.429548211	0.407964164	0.413210534	0.426625114	0.426002697	0.407967675	0.438512941
cg25597579	0.198094712	0.217739847	0.221156608	0.210906062	0.218898497	0.217385973	0.20477861	0.218421387	0.205242412	0.215552926	0.217742084	0.189208694
cg01586797	0.114944636	0.156243446	0.146815806	0.149731095	0.216801788	0.117853218	0.120566946	0.167911967	0.129460749	0.105801574	0.157283833	0.115967242
cg06369076	0.87230487	0.892782416	0.865382937	0.872761391	0.902034177	0.871023975	0.895609174	0.903573061	0.894795076	0.897447136	0.898252362	0.890546564
cg12310881	0.882458438	0.892573793	0.898851638	0.883269919	0.878941464	0.872208742	0.843573889	0.812018333	0.875627431	0.896600322	0.8844013	0.866873666
cg19555405	0.048016907	0.055740004	0.056359736	0.056943182	0.043308618	0.044856383	0.064082623	0.043948377	0.060570026	0.041991001	0.073322437	0.050225376
cg23368159	0.051079994	0.059909094	0.044885723	0.052823997	0.043412895	0.053262497	0.052720017	0.052320858	0.045104838	0.050781671	0.058837852	0.073072933
cg07896398	0.814513885	0.841027469	0.832987724	0.846175927	0.850039797	0.857282221	0.888267237	0.84924125	0.854512331	0.902670782	0.908498405	0.899370634
cg18465149	0.913980588	0.903798843	0.888430268	0.895006377	0.892490292	0.917357426	0.91469086	0.903897682	0.915445284	0.914043474	0.891344599	0.907953124
cg13326482	0.070431151	0.0829306	0.056218333	0.053420592	0.044774816	0.068245239	0.04489332	0.042992877	0.052927616	0.054256092	0.036291771	0.026591111
cg15363053	0.797769819	0.800897977	0.825714557	0.858804197	0.851907434	0.800958286	0.896557929	0.86119456	0.830438764	0.868388781	0.897907397	0.896669565
cg26555703	0.864240922	0.866282005	0.852007425	0.890688924	0.891531482	0.87438654	0.898196169	0.903382222	0.890897646	0.89508381	0.898684566	0.881074794
cg10283108	0.236908294	0.24455236	0.258819252	0.265839805	0.217274112	0.253150672	0.217657359	0.237192534	0.251667458	0.248715317	0.254258919	0.255437902
cg17559642	0.661190417	0.718195875	0.633422014	0.659931789	0.688485684	0.708212769	0.68991167	0.707205747	0.692511899	0.742727759	0.664554732	0.713519562
cg22854419	0.267660469	0.273125512	0.234158311	0.329935785	0.309846094	0.253576185	0.228811821	0.233333061	0.252518527	0.283717639	0.272158637	0.236047033
cg06020419	0.252157383	0.31066099	0.194686918	0.215259394	0.235202201	0.275751169	0.226084954	0.259894191	0.284643115	0.252501318	0.172767393	0.219010102
cg07955754	0.786903125	0.8015182	0.827380153	0.838204723	0.842111609	0.818653732	0.861516571	0.839359918	0.824611829	0.880017353	0.898718948	0.894438937
cg04272632	0.071722226	0.093166486	0.072583155	0.088553127	0.066572556	0.086774432	0.090904256	0.064024343	0.089163496	0.090525688	0.081289022	0.074871908
cg14830270	0.075105936	0.095583641	0.070908243	0.077489712	0.076512384	0.090070561	0.081896949	0.100478077	0.091514774	0.079310143	0.080719647	0.102771437
cg01926777	0.144870821	0.124852425	0.116076461	0.131043109	0.146017325	0.092718691	0.114200427	0.149952534	0.092151751	0.105868773	0.136401674	0.097411548
cg21640060	0.226485041	0.207934519	0.23486438	0.246212712	0.278827724	0.255574774	0.203275063	0.255523031	0.232121807	0.217758517	0.231106566	0.231752162
cg08214660	0.0961653	0.113909326	0.097650846	0.164436296	0.117332806	0.106905881	0.140240981	0.088964232	0.100930178	0.125926557	0.140781191	0.138738891
cg23966363	0.061996133	0.067162468	0.0682795	0.056804231	0.052701833	0.061018434	0.060578505	0.07202121	0.055407078	0.064727225	0.068024526	0.060612541
cg19856897	0.119601064	0.126927784	0.104805926	0.116035688	0.120659371	0.159994184	0.173339807	0.162549639	0.139815119	0.085237976	0.106889285	0.14463656
cg01932734	0.09728258	0.112876979	0.104686053	0.159532947	0.11099072	0.122147322	0.125034321	0.079614018	0.109224178	0.128383911	0.140010083	0.148676446
cg09946623	0.09963006	0.095975522	0.102469331	0.093188373	0.06657204	0.096744585	0.064468227	0.067590667	0.078041715	0.072645887	0.070271428	0.088924906
cg03963219	0.165139054	0.138720163	0.160876555	0.108041203	0.096843946	0.120137645	0.144061008	0.166262459	0.122576006	0.123892669	0.107588576	0.127045203
cg21655750	0.926952508	0.913355927	0.909862934	0.913928677	0.912117297	0.931189075	0.919399856	0.926666137	0.923233574	0.920684403	0.912847111	0.922291773
cg04886407	0.070808222	0.086035557	0.094604805	0.088822117	0.087561474	0.080169489	0.098058599	0.09007868	0.101000935	0.076415084	0.099463359	0.072784494
cg18133309	0.423075367	0.438418783	0.432502985	0.443733719	0.418245088	0.429268555	0.403604457	0.41782771	0.406342654	0.440802903	0.441879623	0.385980783
cg11267205	0.861409126	0.848227153	0.822063874	0.869981323	0.851896293	0.888320351	0.845022909	0.871389488	0.858631597	0.882493508	0.858401103	0.884288517
cg21572731	0.303887355	0.337422247	0.366796525	0.305931029	0.326158468	0.296947627	0.301801351	0.326841336	0.310644826	0.309614613	0.328573145	0.277271876
cg06939307	0.168567349	0.169820603	0.182938019	0.088234317	0.172811652	0.09254685	0.115590661	0.138687994	0.107480619	0.119045233	0.119602285	0.102794527
cg19434673	0.806522085	0.835622321	0.754359879	0.818004999	0.808887268	0.828693751	0.814963035	0.808910056	0.796095349	0.805991909	0.81825098	0.793919443
cg09351747	0.136456203	0.144592479	0.181290891	0.145089231	0.144936041	0.145363664	0.152268411	0.152443034	0.148866335	0.125477575	0.139517701	0.140115186
cg12859373	0.102839168	0.085913074	0.076740027	0.116086296	0.124550581	0.098395089	0.09775747	0.151840256	0.095082	0.094287935	0.127145361	0.092877928
cg14848575	0.332479719	0.364495886	0.368684481	0.365872418	0.356980789	0.380337819	0.345199323	0.356515434	0.360429181	0.372498132	0.385855049	0.354067987
cg12000228	0.682386156	0.767087252	0.63747936	0.726441374	0.823715135	0.733271	0.756622853	0.76181279	0.718404449	0.722716642	0.728178851	0.714126921
cg25404597	0.931101486	0.937074079	0.913607498	0.92501227	0.928688836	0.933864775	0.926063839	0.927688946	0.930653217	0.929185061	0.924377005	0.943683357
cg18672880	0.838005439	0.834895951	0.818963805	0.848610896	0.869363264	0.835983478	0.871833352	0.850323934	0.838246	0.855893872	0.910431652	0.883051719
cg02321538	0.624316715	0.676330977	0.506487727	0.71150034	0.666126453	0.705694997	0.702451465	0.635212053	0.635069413	0.65781005	0.658038796	0.655623797
cg16217672	0.904980882	0.905238984	0.897672211	0.91008976	0.907440132	0.89441476	0.911762696	0.887873915	0.8974387	0.899240228	0.905311222	0.896914841
cg23626895	0.902799413	0.921011247	0.912032296	0.90419725	0.900128018	0.902088935	0.911227889	0.912283249	0.911059533	0.918824332	0.893460809	0.904200728
cg06061483	0.18234258	0.198753131	0.202043913	0.172936942	0.197098186	0.202684486	0.166344909	0.199071687	0.173713837	0.166806238	0.184376867	0.169900122
cg03903882	0.855209736	0.822892026	0.867095637	0.837192396	0.852728632	0.766396055	0.803169334	0.780096026	0.772243863	0.827999705	0.83093362	0.794541541
cg24756631	0.088421551	0.122412615	0.072311181	0.076764538	0.055225336	0.122962001	0.095469238	0.101905593	0.088150497	0.087501181	0.073687776	0.127814252
cg16005070	0.859993833	0.856196168	0.891262817	0.870815414	0.87735273	0.85076915	0.900926541	0.884138918	0.86139029	0.881509286	0.900342697	0.899667755
cg01923854	0.854518325	0.857333068	0.85718412	0.853317356	0.897758033	0.864428737	0.904295689	0.896824083	0.882031183	0.869778683	0.909343366	0.885645135
cg10800833	0.158229858	0.207883953	0.195355415	0.176195581	0.189779908	0.170784506	0.21682325	0.194425907	0.161214318	0.18063289	0.201188634	0.17378396
cg09605317	0.065267292	0.062116129	0.07527722	0.045359686	0.046593832	0.053002292	0.053632965	0.047081631	0.057931194	0.061674797	0.063144816	0.041859263
cg24501859	0.868037558	0.885509598	0.886401917	0.891936594	0.902573785	0.887787119	0.934502954	0.908423153	0.896598553	0.913746337	0.924991504	0.930232196
cg07478098	0.93396621	0.932877248	0.931122867	0.926408967	0.92460308	0.925638804	0.943052888	0.918027299	0.931307812	0.935649716	0.92721206	0.933429259
cg25593954	0.034836186	0.037478472	0.033427051	0.031003762	0.032407905	0.029225092	0.029198817	0.032977411	0.029392081	0.030334994	0.037540846	0.032254591
cg26231070	0.879911532	0.868500437	0.85418953	0.905398561	0.901687949	0.874271929	0.880816281	0.897402913	0.888340419	0.879750767	0.865331501	0.887543786
cg19371349	0.048548216	0.04143311	0.049103754	0.053292982	0.049649786	0.050351968	0.063174617	0.039885965	0.04501068	0.047800813	0.053615403	0.055911317
cg10266741	0.899639146	0.905790626	0.853542526	0.895876548	0.896812659	0.885582303	0.878869616	0.897718621	0.892471288	0.905894539	0.880583825	0.886422427
cg05902684	0.071090611	0.086972171	0.109622513	0.062408879	0.075081298	0.053024222	0.05207548	0.076275892	0.073399196	0.047601403	0.070669591	0.047688179
cg08336638	0.08596716	0.083312769	0.078914051	0.073701046	0.139011316	0.084426611	0.086351569	0.099782018	0.083895875	0.078317969	0.114912415	0.072813761
cg12364074	0.18262309	0.212555014	0.213093778	0.193014091	0.229775615	0.163049733	0.192922241	0.189664111	0.166419805	0.197275452	0.240433821	0.184937585
cg02946675	0.911185815	0.897915068	0.886070682	0.901952358	0.880686935	0.880853908	0.870358456	0.866497353	0.88256778	0.897844354	0.878446856	0.888904843
cg15816978	0.066146621	0.069900986	0.067407791	0.059262677	0.060011834	0.047928023	0.053964955	0.06652406	0.07525293	0.075579005	0.077123806	0.053476024
cg05667620	0.084768107	0.094764806	0.049194207	0.076768616	0.078875157	0.080644464	0.079411288	0.069803562	0.086030268	0.062003804	0.075577192	0.103064564
cg11021927	0.937872672	0.923909195	0.91814814	0.921191019	0.930212529	0.927123919	0.925749435	0.924540718	0.929021482	0.928843822	0.916810262	0.915660925
cg02450981	0.078252296	0.080303731	0.106683946	0.070711974	0.06826591	0.070660497	0.069794684	0.090266195	0.077228773	0.081986518	0.078448953	0.07639187
cg00381298	0.873500677	0.865129776	0.90526785	0.80653825	0.896918088	0.844402808	0.889982181	0.86014902	0.897132673	0.898786322	0.855013931	0.876465909
cg15757430	0.046377292	0.053231173	0.049469222	0.047973887	0.049935768	0.041603937	0.039035467	0.032010371	0.035130026	0.059688281	0.046584861	0.043553934
cg20728464	0.083113957	0.121190884	0.09219275	0.097921771	0.070624759	0.101784817	0.061594343	0.070502645	0.084129112	0.073397115	0.059838384	0.076745113
cg06673374	0.082528773	0.085323888	0.123576806	0.106635813	0.069562346	0.095186845	0.094174377	0.062495429	0.085404572	0.083700582	0.093945146	0.117779946
cg04307216	0.077717542	0.088457633	0.092716267	0.065392126	0.075605291	0.068723926	0.086954362	0.087180432	0.0804943	0.071085666	0.078519666	0.062335404
cg11785812	0.437311186	0.432378849	0.468040369	0.386540426	0.430414375	0.423343106	0.428164239	0.433275115	0.418445978	0.42385753	0.412580832	0.401433058
cg00148114	0.115296629	0.13044042	0.121999434	0.146693431	0.168001012	0.135773166	0.119088733	0.142283127	0.150439053	0.106131086	0.118954354	0.123038135
cg04914531	0.818984191	0.822129012	0.786981655	0.874395489	0.866475372	0.85595252	0.832047192	0.840778545	0.849840526	0.855438308	0.828455442	0.843027507
cg25720371	0.87165042	0.861339827	0.877338418	0.866196806	0.902474139	0.894535468	0.910398519	0.906981123	0.884069809	0.915560932	0.914561669	0.929769418
cg14901879	0.913340723	0.898039019	0.846692886	0.913473201	0.923879572	0.909056456	0.899879913	0.904116234	0.881215861	0.909961384	0.873420215	0.882529563
cg24819035	0.10818489	0.146055404	0.148800918	0.125691267	0.117786281	0.11421865	0.108673627	0.143263389	0.124331869	0.119654384	0.12905683	0.091780391
cg01817067	0.810038093	0.824636338	0.742127891	0.87243589	0.867203972	0.87854106	0.865929106	0.857580779	0.844566558	0.858237932	0.77800091	0.898293362
cg01881899	0.131087643	0.139664115	0.06160175	0.118959995	0.093632031	0.132016104	0.098407863	0.162642718	0.142567747	0.130132609	0.083291759	0.110169894
cg14654849	0.897832451	0.898389522	0.898914512	0.911088138	0.918364133	0.880900469	0.895286514	0.908351551	0.894590511	0.909719057	0.907953102	0.883651154
cg19594156	0.050444345	0.050168327	0.055251898	0.051304641	0.049966915	0.045356274	0.049528111	0.056678518	0.041819735	0.048316939	0.053373451	0.052698206
cg04523212	0.085610966	0.093470037	0.099124054	0.087505513	0.088043383	0.087569974	0.074246592	0.093445774	0.086046077	0.089207714	0.09755328	0.088768537
cg17808849	0.063604602	0.07983786	0.076279015	0.087821352	0.076986683	0.056527255	0.077281498	0.07041965	0.073073742	0.070659534	0.078347639	0.080290363
cg27582235	0.052825888	0.054258672	0.044243389	0.051134976	0.034662355	0.051159019	0.049909348	0.041241544	0.054754818	0.047166779	0.06164416	0.061786089
cg18361915	0.817221153	0.833322662	0.85838974	0.849037316	0.844886302	0.813804302	0.864253531	0.819943054	0.829097274	0.873454208	0.889232768	0.863279298
cg26616627	0.808541541	0.762655099	0.7446474	0.77003299	0.77071939	0.768529048	0.779756272	0.776773297	0.732605934	0.771706864	0.766599813	0.725078387
cg04832952	0.91024501	0.933769764	0.92096671	0.932270659	0.880199575	0.933811419	0.939675462	0.91167758	0.9084338	0.925514335	0.934518093	0.924236365
cg11555752	0.890523039	0.899720714	0.875478665	0.857643412	0.898932062	0.89626471	0.901043624	0.872989281	0.861496075	0.903904598	0.868709798	0.868292223
cg05084043	0.890601635	0.903558341	0.861370093	0.885889067	0.901505349	0.888963483	0.895302106	0.897233156	0.896030719	0.901446827	0.880750809	0.901587596
cg08999352	0.156675399	0.176928785	0.153104372	0.19071676	0.180550216	0.150297125	0.173949508	0.163713876	0.154737984	0.169792334	0.184256325	0.18672537
cg08257147	0.878787167	0.862720964	0.865084433	0.875238053	0.866110017	0.85990641	0.870253506	0.860820579	0.866426647	0.873104872	0.868186347	0.857574212
cg20172724	0.096955856	0.097622327	0.142061492	0.087304879	0.073537891	0.108941183	0.080871546	0.042460724	0.095576784	0.082196676	0.114012439	0.072668798
cg11415852	0.847768575	0.826157556	0.747008167	0.775802424	0.773766888	0.795420323	0.79511388	0.777963145	0.825227423	0.823995602	0.805963749	0.776962464
cg02508438	0.10167165	0.118662832	0.095745851	0.081600718	0.075710323	0.10274288	0.09339732	0.097556593	0.067397671	0.067176883	0.082698512	0.079619595
cg14371571	0.043988905	0.039819871	0.051015798	0.031235466	0.046844168	0.033973088	0.03780441	0.032823978	0.029270597	0.033972546	0.041637796	0.038435521
cg27297043	0.851487284	0.871681187	0.796082027	0.867430884	0.859421641	0.871551685	0.860208426	0.87651784	0.874686665	0.862484052	0.852255111	0.871107845
cg06272555	0.500343437	0.467566594	0.446457937	0.45920867	0.454773792	0.472602015	0.445235366	0.474612393	0.468356479	0.456542306	0.465005825	0.455055146
cg00780810	0.152603766	0.18411157	0.182002342	0.179558369	0.183825215	0.181606056	0.192036309	0.178886239	0.159716019	0.19440744	0.197944924	0.185632351
cg00290023	0.209817307	0.23777008	0.198077576	0.279486241	0.223947733	0.235612214	0.209828051	0.243486995	0.249752616	0.19197895	0.248651138	0.21612789
cg07517948	0.707391235	0.764916062	0.691381469	0.680517567	0.780029126	0.649239748	0.761029809	0.745678445	0.731709027	0.698089571	0.711310102	0.779576026
cg01684175	0.846256646	0.862128953	0.823505507	0.890523327	0.851029933	0.874050135	0.878364763	0.849645738	0.857418149	0.868582823	0.875424028	0.870517444
cg10079707	0.781596647	0.81704252	0.763712933	0.798565586	0.762786513	0.804354683	0.770531411	0.737814746	0.758220858	0.806422458	0.764894161	0.769856796
cg12132133	0.155439076	0.174211823	0.16670174	0.177097999	0.244475722	0.173122428	0.146937146	0.230773716	0.155308443	0.13089077	0.13916778	0.14114842
cg06847541	0.901151597	0.902548501	0.832359802	0.881421423	0.907848958	0.897809884	0.893523087	0.898458138	0.881826545	0.889714991	0.884318059	0.906724446
cg16742028	0.034930512	0.03288976	0.036022044	0.037293487	0.031041927	0.03906074	0.036666511	0.035514218	0.035491375	0.038531812	0.037600373	0.037679699
cg24777176	0.123374321	0.117156557	0.131638864	0.108567227	0.103990847	0.12789528	0.103313039	0.116350256	0.116317169	0.103142502	0.103152754	0.104656258
cg03753191	0.03825765	0.042923038	0.030848267	0.036261577	0.043727159	0.048498557	0.040836838	0.058509671	0.051844324	0.039485844	0.039309183	0.045631185
cg26935416	0.213901348	0.232591636	0.198847901	0.204958688	0.197904973	0.230291217	0.214901034	0.213098961	0.210726101	0.212022418	0.204185005	0.221172976
cg01909656	0.048547583	0.054360267	0.039229471	0.053095967	0.102770703	0.037258451	0.034608391	0.065846858	0.046867659	0.039923399	0.066384615	0.046208593
cg05007288	0.868616143	0.858019518	0.874059795	0.876254727	0.890272595	0.892659672	0.879527061	0.866822119	0.856969187	0.889979379	0.864049415	0.889537717
cg21308993	0.805892811	0.817689352	0.807099068	0.855453874	0.848333695	0.839887266	0.88019082	0.868977223	0.848394555	0.881869959	0.881110335	0.898725226
cg00189101	0.175763025	0.172726009	0.182866613	0.158353496	0.159006388	0.132036575	0.137992603	0.15398716	0.154220449	0.167067652	0.188020138	0.149831338
cg20191924	0.723210144	0.700811548	0.643329048	0.682434453	0.708763253	0.692216168	0.717664646	0.715468469	0.725479303	0.708805504	0.671760625	0.711570613
cg27363672	0.897961651	0.890487949	0.883009758	0.882110822	0.900695272	0.892502698	0.888555992	0.899321763	0.885779303	0.895919021	0.89635074	0.882284634
cg00325390	0.070410629	0.081403677	0.045699512	0.07362433	0.108851674	0.082003828	0.046803638	0.102640728	0.091434259	0.071833156	0.091568799	0.079330711
cg12705326	0.901669911	0.904888943	0.898425129	0.878185472	0.895189827	0.891006236	0.885026698	0.898450855	0.885181957	0.876039346	0.899652548	0.896856401
cg27278086	0.055871038	0.060559174	0.06047129	0.073644333	0.058892373	0.054275372	0.075249172	0.043937935	0.056330571	0.052708602	0.08511583	0.05660295
cg02460953	0.911636089	0.900150338	0.870219887	0.908186082	0.903477817	0.900154146	0.899160172	0.903037906	0.909363797	0.901303152	0.90986256	0.912547285
cg23633330	0.32900969	0.301258712	0.286490976	0.262310389	0.286101612	0.296067534	0.283489499	0.324071971	0.302821576	0.275190643	0.251023124	0.257221087
cg04718050	0.191193118	0.224142954	0.164960823	0.218350561	0.201256676	0.242466823	0.237677714	0.244793033	0.246323822	0.214458934	0.237576128	0.256237367
cg26988146	0.081756872	0.071327717	0.078644855	0.059830315	0.09198589	0.074055111	0.070994496	0.072553616	0.06171912	0.074249208	0.077169784	0.077302236
cg09366734	0.894398976	0.877643874	0.880100586	0.901977909	0.889279839	0.901582661	0.884194591	0.886487539	0.86471591	0.883703923	0.883184856	0.901907351
cg10165610	0.044289939	0.068968966	0.050698907	0.039067105	0.040575095	0.058119946	0.055110146	0.042045244	0.056430277	0.055106441	0.062862182	0.036267957
cg10408324	0.8477545	0.833967741	0.837321681	0.828586547	0.890429264	0.836329111	0.867916206	0.865178821	0.846149024	0.874433073	0.874783145	0.880736293
cg18445718	0.871862326	0.878835029	0.857675627	0.875030572	0.858792564	0.865094115	0.858956584	0.852079612	0.865647068	0.882091458	0.85107283	0.859790919
